event_name,date,start_date,end_date,start_time,end_time,description,teamapp_url,category,category_key,event_id
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>
\n
\n**Description**\n\n——
\n**Gear Hire Policy**\nPlease bring a valid Photo-ID (to be deposited for the hire duration) to hire gear and ensure you have already paid the one-off gear hire deposit. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/17451279,Other,other,17451279

TemplateTrip - Duplicate by pressing Duplicate,2022-08-18,2022-08-18,2022-08-18,00:00,23:59,"**—Essential Trip Info—**
\n**Trip Leader**:
\n**Leader Phone**:
\n**Secondary Trip Contact**:
\n**Trip Type**:  <Boat/Shore>
\n**Difficulty**: <OW/AOW/etc>
\n**No. of Planned Dives**: 2
\n**Mandatory Equipment**: <SMB>
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n**—Briefing—** 
\n**Water Temperature**: <XXC> 
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>
\n
\n**Description**\n\n——
\n**Gear Hire Policy**\nPlease bring a valid Photo-ID (to be deposited for the hire duration) to hire gear and ensure you have already paid the one-off gear hire deposit. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/16458737,Other,other,16458737

Weekly Club Meeting + Weekly BBQ,2022-08-18,2022-08-18,2022-08-18,19:00,20:00,"**Join us for our weekly club meetings! RSVP here**
\n
\n**Activities**
\n- Trip planning
\n- Trip debrief 
\n- Gear Hire & Returns
\n- Membership signups 
\n- Meet & Greet 
\n- All things admin
\n
\nNeed anything specific? Enquire via chat. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
\n- Complete a symptom self-assessment prior to leaving home. Do not come to the event if you are unwell, even with very mild symptoms
\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: 
\n**Runny nose / cough / aches / pain / nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing**
\n- Maintain 1.5 metres distance from others during the event, where possible.
\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.
\n- Minimise movement as much as possible by staying within your allotted space or seat.
\n- Follow directions for face coverings and hygiene during the event.
\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. 
\n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/15929677,Club Meetings,club-meetings,15929677

Blairgowrie sat shore dive,2022-08-20,2022-08-20,2022-08-20,00:00,23:59,"Essential Trip Info—\nTrip Leader: jacob\nLeader Phone: 0493395894\nSecondary Trip Contact: \nTrip Type: shore\nDifficulty: easy\nNo. of Planned Dives: 1\nMandatory Equipment:  smb jumper and some food and water to drink\n\n\nPlease note that the event start time is the meeting time at the shed unless stated otherwise in the briefing \n\n—Briefing— \nWater Temperature: 10\nWeather Conditions: N light\n\n\nDescription\nMeet up at 10am at the shed to departure\n10.30am \n\nSubject to change dive site depending on weather conditions \n\n\nFor leader\nPlease fill the form out before departure \nhttps://form.jotform.co/93318834442864 \n\nGear Hire Policy\nPlease bring a valid Photo-ID (to be deposited for the hire duration) to hire gear and ensure you have already paid the one-off gear hire deposit. \n\n—COVID Safety— \n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. \n- Complete a symptom self-assessment before leaving home. Do not come to the event if you are unwell, even with very mild symptoms\n- Do not attend if you are feeling unwell, or experience any of the following symptoms: \nRunny nose/cough/aches/pain/nausea / vomiting / diarrhoea / sore throat / loss of smell or taste / fever / chills / nigh sweats / headache / difficulty breathing\n- Maintain 1.5 metres distance from others during the event, where possible.\n- Do not come to the event if you are required to isolate or quarantine for any reason and/or you are awaiting results of a COVID-19 test.\n- Minimise movement as much as possible by staying within your allotted space or seat.\n- Follow directions for face coverings and hygiene during the event.\n- Our COVID-19 safety officer is Burak, you must notify him (or any available committee member) if you feel unwell after the trip, test positive, or have any other queries related to COVID-19 safety protocols. \n- Please refer to University Coronavirus Website for more information https://www.unimelb.edu.au/coronavirus as well as MUSport Guidelines: https://sport.unimelb.edu.au/play-sport/club-resources/club-return-to-sport",https://muuc.teamapp.com/clubs/132307/events/18267753,Shore,shore,18267753

Land Cruiser Rego Expiry,2022-08-20,2022-08-20,2022-08-20,00:00,23:59,Check with vicroads,https://muuc.teamapp.com/clubs/132307/events/15266589,Other,other,15266589

TDI Intro to Tech Diver cancelled,2022-08-20,2022-08-20,2022-08-21,00:00,23:59,"The TDI Intro to Tech course introduces students to the world of technical diving. This course is designed as an introductory course to the TDI Advanced Nitrox & Decompression Procedures Course. The objective of this course is to familiarize students with technical equipment configurations, to enhance open water diving skills (such as buoyancy, trim, and situational awareness), and to introduce students to advanced gas planning techniques within a no-decompression context. This course is strictly a no-decompression course; students are permitted to use enriched air nitrox (EAN) mixes, provided the gas mix is within their current level of certification. Intro to Tech may be combined with TDI Advanced Nitrox at the discretion of the instructor.
\n
\nPre-requisites:
\nMinimum age 18, 15 with parental consent
\nMinimum certification an SDI Open Water Scuba Diver or equivalent
\nProvide proof of 25 logged open water dives
\n
\nCourse outline (subject to change depending on the weather or other reasons)
\n
\nminimum 2 students to run the course
\n
\nThursday orientation night at shed (the official first day of the course) on 11/08/2022",https://muuc.teamapp.com/clubs/132307/events/17241535,Cancelled,cancelled,17241535

TemplateTrip - Duplicate by pressing Duplicate,2022-08-21,2022-08-21,2022-08-21,00:00,23:59,"**—Essential Trip Info—**
\n**Trip Leader**: Chi Wong
\n**Leader Phone**: 0450706585
\n**Secondary Trip Contact**: Burak 0428422828
\n**Trip Type**:  <Shore>
\n**Difficulty**: <OW/AOW/etc>
\n**No. of Planned Dives**: 1 
\n**Mandatory Equipment**: <SMB>
\n**Please note that the event start time is the meeting time at the shed unless stated otherwise in the briefing**
\n
\n**—Briefing—** 
\n**Water Temperature**: <XXC> 
\n**Weather Conditions**:
\n<Specify, eg. Expect wind, bring warm clothes and sea-sickness pills.>
\n
\n**Description**\n\n——
\n**Gear Hire Policy**\nPlease bring a valid Photo-ID (to be deposited for the hire duration) to hire gear and ensure you have already paid the one-off gear hire deposit. 
\n
\n**—COVID Safety—** 
\n- You must be fully vaccinated to attend or work the event unless you have a valid medical exemption. 
